dimensions,budget,algorithm,points,rank,ngopt rank
2,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,49.0,12,12
2,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,48.0,13,13
2,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,13.0,21,21
2,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,10.0,24,24
2,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_14,5.0,32,32
2,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_13,8.0,27,27
2,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_12,11.0,23,23
2,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_11,6.0,29,29
2,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_10,9.0,26,26
2,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_9,12.0,22,22
2,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_8,10.0,24,24
2,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_7,19.0,17,17
2,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_6,18.0,18,18
2,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_5,27.0,16,16
2,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_4,28.0,15,15
2,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_3,55.0,8,8
2,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_2,108.0,6,6
2,1000,ConfPortfolio_scale2_NA_ngopt14s_1,308.0,4,4
3,1000,CMA,225.0,1,-1
3,1000,ChainMetaModelPowell,218.0,3,3
3,1000,Cobyla,42.0,9,9
3,1000,MetaModel,218.0,3,3
3,1000,MetaModelOnePlusOne,53.0,6,6
3,1000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),212.0,5,0
3,1000,ConfPortfolio_scale2_NA_ngopt14s_12,0.0,33,33
3,1000,ConfPortfolio_scale2_NA_ngopt14s_11,0.0,33,33
3,1000,ConfPortfolio_scale2_NA_ngopt14s_10,1.0,30,30
3,1000,ConfPortfolio_scale2_NA_ngopt14s_9,2.0,26,26
3,1000,ConfPortfolio_scale2_NA_ngopt14s_8,1.0,30,30
3,1000,ConfPortfolio_scale2_NA_ngopt14s_7,4.0,21,21
3,1000,ConfPortfolio_scale2_NA_ngopt14s_6,4.0,21,21
3,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,46.0,7,7
3,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,45.0,8,8
3,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,39.0,10,10
3,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,34.0,12,12
3,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,29.0,13,13
3,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,2.0,26,26
3,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,1.0,30,30
3,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_14,5.0,18,18
3,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_13,2.0,26,26
3,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_12,3.0,24,24
3,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_11,4.0,21,21
3,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_10,5.0,18,18
3,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_9,2.0,26,26
3,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_8,3.0,24,24
3,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_7,5.0,18,18
3,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_6,7.0,17,17
3,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_5,8.0,16,16
3,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_4,17.0,15,15
3,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_3,23.0,14,14
3,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_2,37.0,11,11
3,1000,ConfPortfolio_scale2_NA_ngopt14s_1,225.0,1,1
5,1000,CMA,129.0,2,2
5,1000,ChainMetaModelPowell,108.0,4,4
5,1000,Cobyla,36.0,7,7
5,1000,MetaModel,108.0,4,4
5,1000,MetaModelOnePlusOne,62.0,6,6
5,1000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),176.0,1,0
5,1000,ConfPortfolio_scale2_NA_ngopt14s_12,0.0,25,25
5,1000,ConfPortfolio_scale2_NA_ngopt14s_11,0.0,25,25
5,1000,ConfPortfolio_scale2_NA_ngopt14s_10,0.0,25,25
5,1000,ConfPortfolio_scale2_NA_ngopt14s_9,1.0,21,21
5,1000,ConfPortfolio_scale2_NA_ngopt14s_8,0.0,25,25
5,1000,ConfPortfolio_scale2_NA_ngopt14s_7,1.0,21,21
5,1000,ConfPortfolio_scale2_NA_ngopt14s_6,1.0,21,21
5,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,36.0,7,7
5,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,32.0,9,9
5,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,27.0,10,10
5,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,26.0,11,11
5,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,26.0,11,11
5,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,0.0,25,25
5,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,1.0,21,21
5,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_14,0.0,25,25
5,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_13,0.0,25,25
5,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_12,0.0,25,25
5,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_11,0.0,25,25
5,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_10,0.0,25,25
5,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_9,2.0,17,17
5,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_8,4.0,15,15
5,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_7,2.0,17,17
5,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_6,2.0,17,17
5,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_5,3.0,16,16
5,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_4,2.0,17,17
5,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_3,7.0,14,14
5,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_2,17.0,13,13
5,1000,ConfPortfolio_scale2_NA_ngopt14s_1,129.0,2,2
10,1000,CMA,78.0,7,7
10,1000,ChainMetaModelPowell,111.0,2,2
10,1000,Cobyla,81.0,6,6
10,1000,MetaModel,111.0,2,2
10,1000,MetaModelOnePlusOne,93.0,5,5
10,1000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),127.0,1,0
10,1000,ConfPortfolio_scale2_NA_ngopt14s_12,1.0,13,13
10,1000,ConfPortfolio_scale2_NA_ngopt14s_11,0.0,26,26
10,1000,ConfPortfolio_scale2_NA_ngopt14s_10,1.0,13,13
10,1000,ConfPortfolio_scale2_NA_ngopt14s_9,1.0,13,13
10,1000,ConfPortfolio_scale2_NA_ngopt14s_8,2.0,11,11
10,1000,ConfPortfolio_scale2_NA_ngopt14s_7,1.0,13,13
10,1000,ConfPortfolio_scale2_NA_ngopt14s_6,1.0,13,13
10,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,0.0,26,26
10,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,1.0,13,13
10,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,1.0,13,13
10,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,1.0,13,13
10,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,0.0,26,26
10,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,1.0,13,13
10,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,1.0,13,13
10,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_14,1.0,13,13
10,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_13,0.0,26,26
10,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_12,1.0,13,13
10,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_11,2.0,11,11
10,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_10,0.0,26,26
10,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_9,0.0,26,26
10,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_8,0.0,26,26
10,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_7,0.0,26,26
10,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_6,1.0,13,13
10,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_5,0.0,26,26
10,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_4,4.0,10,10
10,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_3,5.0,9,9
10,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_2,9.0,8,8
10,1000,ConfPortfolio_scale2_NA_ngopt14s_1,111.0,2,2
15,1000,CMA,57.0,7,7
15,1000,ChainMetaModelPowell,85.0,4,4
15,1000,Cobyla,146.0,1,-1
15,1000,MetaModel,85.0,4,4
15,1000,MetaModelOnePlusOne,132.0,2,2
15,1000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),115.0,3,0
15,1000,ConfPortfolio_scale2_NA_ngopt14s_12,0.0,24,24
15,1000,ConfPortfolio_scale2_NA_ngopt14s_11,1.0,11,11
15,1000,ConfPortfolio_scale2_NA_ngopt14s_10,1.0,11,11
15,1000,ConfPortfolio_scale2_NA_ngopt14s_9,0.0,24,24
15,1000,ConfPortfolio_scale2_NA_ngopt14s_8,1.0,11,11
15,1000,ConfPortfolio_scale2_NA_ngopt14s_7,1.0,11,11
15,1000,ConfPortfolio_scale2_NA_ngopt14s_6,1.0,11,11
15,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,2.0,9,9
15,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,1.0,11,11
15,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,0.0,24,24
15,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,0.0,24,24
15,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,0.0,24,24
15,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,1.0,11,11
15,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,0.0,24,24
15,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_14,0.0,24,24
15,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_13,0.0,24,24
15,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_12,1.0,11,11
15,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_11,1.0,11,11
15,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_10,0.0,24,24
15,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_9,1.0,11,11
15,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_8,0.0,24,24
15,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_7,2.0,9,9
15,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_6,1.0,11,11
15,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_5,0.0,24,24
15,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_4,1.0,11,11
15,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_3,1.0,11,11
15,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_2,8.0,8,8
15,1000,ConfPortfolio_scale2_NA_ngopt14s_1,85.0,4,4
20,1000,CMA,50.0,7,7
20,1000,ChainMetaModelPowell,75.0,4,4
20,1000,Cobyla,185.0,1,0
20,1000,MetaModel,75.0,4,4
20,1000,MetaModelOnePlusOne,96.0,3,3
20,1000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),157.0,2,2
20,1000,ConfPortfolio_scale2_NA_ngopt14s_12,1.0,10,10
20,1000,ConfPortfolio_scale2_NA_ngopt14s_11,1.0,10,10
20,1000,ConfPortfolio_scale2_NA_ngopt14s_10,1.0,10,10
20,1000,ConfPortfolio_scale2_NA_ngopt14s_9,1.0,10,10
20,1000,ConfPortfolio_scale2_NA_ngopt14s_8,1.0,10,10
20,1000,ConfPortfolio_scale2_NA_ngopt14s_7,1.0,10,10
20,1000,ConfPortfolio_scale2_NA_ngopt14s_6,1.0,10,10
20,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,0.0,32,32
20,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,0.0,32,32
20,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,0.0,32,32
20,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,1.0,10,10
20,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,2.0,8,8
20,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,1.0,10,10
20,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,1.0,10,10
20,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_14,1.0,10,10
20,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_13,1.0,10,10
20,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_12,1.0,10,10
20,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_11,1.0,10,10
20,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_10,1.0,10,10
20,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_9,1.0,10,10
20,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_8,1.0,10,10
20,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_7,1.0,10,10
20,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_6,1.0,10,10
20,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_5,1.0,10,10
20,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_4,1.0,10,10
20,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_3,1.0,10,10
20,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_2,2.0,8,8
20,1000,ConfPortfolio_scale2_NA_ngopt14s_1,75.0,4,4
25,1000,CMA,33.0,7,7
25,1000,ChainMetaModelPowell,58.0,4,4
25,1000,Cobyla,212.0,1,0
25,1000,MetaModel,58.0,4,4
25,1000,MetaModelOnePlusOne,111.0,3,3
25,1000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),187.0,2,2
25,1000,ConfPortfolio_scale2_NA_ngopt14s_12,1.0,13,13
25,1000,ConfPortfolio_scale2_NA_ngopt14s_11,0.0,20,20
25,1000,ConfPortfolio_scale2_NA_ngopt14s_10,0.0,20,20
25,1000,ConfPortfolio_scale2_NA_ngopt14s_9,0.0,20,20
25,1000,ConfPortfolio_scale2_NA_ngopt14s_8,0.0,20,20
25,1000,ConfPortfolio_scale2_NA_ngopt14s_7,0.0,20,20
25,1000,ConfPortfolio_scale2_NA_ngopt14s_6,0.0,20,20
25,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,0.0,20,20
25,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,1.0,13,13
25,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,0.0,20,20
25,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,0.0,20,20
25,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,1.0,13,13
25,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,2.0,9,9
25,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,2.0,9,9
25,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_14,1.0,13,13
25,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_13,3.0,8,8
25,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_12,1.0,13,13
25,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_11,0.0,20,20
25,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_10,2.0,9,9
25,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_9,0.0,20,20
25,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_8,0.0,20,20
25,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_7,0.0,20,20
25,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_6,0.0,20,20
25,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_5,1.0,13,13
25,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_4,0.0,20,20
25,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_3,1.0,13,13
25,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_2,2.0,9,9
25,1000,ConfPortfolio_scale2_NA_ngopt14s_1,58.0,4,4
30,1000,CMA,34.0,7,7
30,1000,ChainMetaModelPowell,59.0,4,4
30,1000,Cobyla,204.0,1,0
30,1000,MetaModel,59.0,4,4
30,1000,MetaModelOnePlusOne,99.0,3,3
30,1000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),174.0,2,2
30,1000,ConfPortfolio_scale2_NA_ngopt14s_12,0.0,23,23
30,1000,ConfPortfolio_scale2_NA_ngopt14s_11,0.0,23,23
30,1000,ConfPortfolio_scale2_NA_ngopt14s_10,0.0,23,23
30,1000,ConfPortfolio_scale2_NA_ngopt14s_9,0.0,23,23
30,1000,ConfPortfolio_scale2_NA_ngopt14s_8,0.0,23,23
30,1000,ConfPortfolio_scale2_NA_ngopt14s_7,0.0,23,23
30,1000,ConfPortfolio_scale2_NA_ngopt14s_6,1.0,12,12
30,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,0.0,23,23
30,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,0.0,23,23
30,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,0.0,23,23
30,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,1.0,12,12
30,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,2.0,8,8
30,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,1.0,12,12
30,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,1.0,12,12
30,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_14,1.0,12,12
30,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_13,1.0,12,12
30,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_12,2.0,8,8
30,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_11,2.0,8,8
30,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_10,0.0,23,23
30,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_9,0.0,23,23
30,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_8,1.0,12,12
30,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_7,2.0,8,8
30,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_6,0.0,23,23
30,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_5,1.0,12,12
30,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_4,1.0,12,12
30,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_3,1.0,12,12
30,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_2,1.0,12,12
30,1000,ConfPortfolio_scale2_NA_ngopt14s_1,59.0,4,4
35,1000,CMA,25.0,4,4
35,1000,ChainMetaModelPowell,25.0,4,4
35,1000,Cobyla,236.0,1,0
35,1000,MetaModel,25.0,4,4
35,1000,MetaModelOnePlusOne,75.0,3,3
35,1000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),177.0,2,2
35,1000,ConfPortfolio_scale2_NA_ngopt14s_12,0.0,23,23
35,1000,ConfPortfolio_scale2_NA_ngopt14s_11,0.0,23,23
35,1000,ConfPortfolio_scale2_NA_ngopt14s_10,0.0,23,23
35,1000,ConfPortfolio_scale2_NA_ngopt14s_9,1.0,12,12
35,1000,ConfPortfolio_scale2_NA_ngopt14s_8,1.0,12,12
35,1000,ConfPortfolio_scale2_NA_ngopt14s_7,0.0,23,23
35,1000,ConfPortfolio_scale2_NA_ngopt14s_6,0.0,23,23
35,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,0.0,23,23
35,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,0.0,23,23
35,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,1.0,12,12
35,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,2.0,8,8
35,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,0.0,23,23
35,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,1.0,12,12
35,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,2.0,8,8
35,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_14,1.0,12,12
35,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_13,2.0,8,8
35,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_12,1.0,12,12
35,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_11,1.0,12,12
35,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_10,1.0,12,12
35,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_9,0.0,23,23
35,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_8,1.0,12,12
35,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_7,0.0,23,23
35,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_6,1.0,12,12
35,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_5,0.0,23,23
35,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_4,0.0,23,23
35,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_3,1.0,12,12
35,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_2,2.0,8,8
35,1000,ConfPortfolio_scale2_NA_ngopt14s_1,25.0,4,4
40,1000,CMA,18.0,4,4
40,1000,ChainMetaModelPowell,18.0,4,4
40,1000,Cobyla,253.0,1,0
40,1000,MetaModel,18.0,4,4
40,1000,MetaModelOnePlusOne,64.0,3,3
40,1000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),193.0,2,2
40,1000,ConfPortfolio_scale2_NA_ngopt14s_12,0.0,23,23
40,1000,ConfPortfolio_scale2_NA_ngopt14s_11,0.0,23,23
40,1000,ConfPortfolio_scale2_NA_ngopt14s_10,0.0,23,23
40,1000,ConfPortfolio_scale2_NA_ngopt14s_9,0.0,23,23
40,1000,ConfPortfolio_scale2_NA_ngopt14s_8,0.0,23,23
40,1000,ConfPortfolio_scale2_NA_ngopt14s_7,0.0,23,23
40,1000,ConfPortfolio_scale2_NA_ngopt14s_6,2.0,11,11
40,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,0.0,23,23
40,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,0.0,23,23
40,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,2.0,11,11
40,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,1.0,14,14
40,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,3.0,8,8
40,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,1.0,14,14
40,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,3.0,8,8
40,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_14,1.0,14,14
40,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_13,1.0,14,14
40,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_12,1.0,14,14
40,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_11,2.0,11,11
40,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_10,3.0,8,8
40,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_9,0.0,23,23
40,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_8,0.0,23,23
40,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_7,1.0,14,14
40,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_6,0.0,23,23
40,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_5,1.0,14,14
40,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_4,1.0,14,14
40,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_3,0.0,23,23
40,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_2,1.0,14,14
40,1000,ConfPortfolio_scale2_NA_ngopt14s_1,18.0,4,4
45,1000,CMA,23.0,4,4
45,1000,ChainMetaModelPowell,23.0,4,4
45,1000,Cobyla,264.0,1,0
45,1000,MetaModel,23.0,4,4
45,1000,MetaModelOnePlusOne,59.0,3,3
45,1000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),177.0,2,2
45,1000,ConfPortfolio_scale2_NA_ngopt14s_12,0.0,16,16
45,1000,ConfPortfolio_scale2_NA_ngopt14s_11,0.0,16,16
45,1000,ConfPortfolio_scale2_NA_ngopt14s_10,0.0,16,16
45,1000,ConfPortfolio_scale2_NA_ngopt14s_9,0.0,16,16
45,1000,ConfPortfolio_scale2_NA_ngopt14s_8,0.0,16,16
45,1000,ConfPortfolio_scale2_NA_ngopt14s_7,0.0,16,16
45,1000,ConfPortfolio_scale2_NA_ngopt14s_6,0.0,16,16
45,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,0.0,16,16
45,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,0.0,16,16
45,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,2.0,8,8
45,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,2.0,8,8
45,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,2.0,8,8
45,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,1.0,12,12
45,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,1.0,12,12
45,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_14,0.0,16,16
45,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_13,0.0,16,16
45,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_12,0.0,16,16
45,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_11,0.0,16,16
45,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_10,1.0,12,12
45,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_9,0.0,16,16
45,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_8,0.0,16,16
45,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_7,0.0,16,16
45,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_6,0.0,16,16
45,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_5,0.0,16,16
45,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_4,0.0,16,16
45,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_3,1.0,12,12
45,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_2,2.0,8,8
45,1000,ConfPortfolio_scale2_NA_ngopt14s_1,23.0,4,4
50,1000,CMA,18.0,4,4
50,1000,ChainMetaModelPowell,18.0,4,4
50,1000,Cobyla,264.0,1,0
50,1000,MetaModel,18.0,4,4
50,1000,MetaModelOnePlusOne,59.0,3,3
50,1000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),189.0,2,2
50,1000,ConfPortfolio_scale2_NA_ngopt14s_12,0.0,21,21
50,1000,ConfPortfolio_scale2_NA_ngopt14s_11,0.0,21,21
50,1000,ConfPortfolio_scale2_NA_ngopt14s_10,0.0,21,21
